URL,Text,Valid,Date
http://www.whatbrowser.org/,http://www.whatbrowser.org/,True,2018-01-26 23:02
http://www.whatarecookies.com/enable.asp,http://www.whatarecookies.com/,True,2018-01-26 23:02
http://www.facebook.com/BookBub,"
visit our facebook page
",True,2018-01-26 23:02
http://twitter.com/BookBub,"
visit our twitter page
",True,2018-01-26 23:02
http://pinterest.com/BookBub,"
visit our pinterest page
",False,2018-01-26 23:02
